kills,time,health,score,movement,rotate,shoot,reward
0,-0.6755932569503784,100,0,0,0,0,-732
0,-1.2565040588378906,100,0,0,0,0,-696
0,-0.8245676755905151,100,0,1,0,0,-1160
0,29.330787658691406,100,0,0,0,0,-4
0,-0.7829607725143433,100,0,0,0,0,-1160
0,29.32590103149414,100,0,0,0,0,-8
0,-0.8264425992965698,100,0,0,0,0,-1156
0,29.326148986816406,100,0,0,0,0,-8
0,-0.7970091104507446,100,0,0,0,0,-1156
0,29.3275203704834,100,0,0,0,0,-8
0,-0.7977963089942932,100,0,1,0,0,-1156
0,29.333332061767578,100,0,0,0,0,-8
0,-0.7946269512176514,100,0,0,0,0,-1156
0,29.333332061767578,100,0,0,0,0,-8
0,-0.8200225234031677,100,0,0,0,0,-1156
0,29.328073501586914,100,0,0,0,0,-8
0,-0.7868369817733765,100,0,0,0,0,-1156
0,29.333332061767578,100,0,0,0,0,-8
0,-0.8197399377822876,100,0,1,0,0,-1156
0,29.333332061767578,100,0,0,0,0,-8
0,-0.7718849182128906,100,0,0,0,0,-1156
0,29.33087730407715,100,0,0,0,0,-8
0,-0.7912047505378723,100,0,0,0,0,-1156
0,29.328628540039062,100,0,0,0,0,-8
0,-0.8527578115463257,100,0,0,0,0,-1156
0,29.329872131347656,100,0,0,0,0,-8
0,-0.7976362109184265,100,0,1,0,0,-1156
0,29.333332061767578,100,0,0,0,0,-8
0,-0.7896134257316589,100,0,0,0,0,-1156
0,29.32676124572754,100,0,0,0,0,-8
0,-0.7951277494430542,100,0,0,0,0,-1156
0,29.328041076660156,100,0,0,0,0,-8
0,-0.8053717017173767,100,0,0,0,0,-1156
0,29.33085823059082,100,0,0,0,0,-8
0,-0.8150970935821533,100,0,1,0,0,-1156
0,29.329038619995117,100,0,0,0,0,-8
0,-0.7920271754264832,100,0,0,0,0,-668
0,-0.7701359987258911,100,0,0,0,0,-1160
0,29.331892013549805,100,0,0,0,0,-8
0,-0.8133070468902588,100,0,1,0,0,-1156
0,29.32613182067871,100,0,0,0,0,-8
0,-0.798804521560669,100,0,0,0,0,-1156
0,29.332115173339844,100,0,0,0,0,-8
0,-0.801365852355957,100,0,0,0,0,-1156
0,29.32699966430664,100,0,0,0,0,-8
0,-0.821215033531189,100,0,0,0,0,-1156
0,29.331323623657227,100,0,0,0,0,-8
0,-0.7995686531066895,100,0,1,0,0,-1156
0,29.33246421813965,100,0,0,0,0,-8
0,-0.7946130037307739,100,0,0,0,0,-1156
0,29.329341888427734,100,0,0,0,0,-8
0,-0.828625500202179,100,0,0,0,0,-1156
0,29.327634811401367,100,0,0,0,0,-8
0,-0.8098373413085938,100,0,0,0,0,-1156
0,29.327880859375,100,0,0,0,0,-8
0,-0.7901598215103149,100,0,1,0,0,-1156
0,29.333332061767578,100,0,0,0,0,-8
0,-0.8051285743713379,100,0,0,0,0,-1156
0,29.328500747680664,100,0,0,0,0,-8
0,-0.8050707578659058,100,0,0,0,0,-1156
0,29.3289852142334,100,0,0,0,0,-8
0,-0.823337733745575,100,0,0,0,0,-1156
0,29.327844619750977,100,0,0,0,0,-8
0,-0.8168727159500122,100,0,1,0,0,-1156
0,29.333332061767578,100,0,0,0,0,-8
0,-0.7945355176925659,100,0,0,0,0,-1156
0,29.3279972076416,100,0,0,0,0,-8
0,-0.7900177836418152,100,0,0,0,0,-1156
0,29.326393127441406,100,0,0,0,0,-8
0,-0.7886866927146912,100,0,0,0,0,-1156
0,29.326318740844727,100,0,0,0,0,-8
0,-0.8099790215492249,100,0,1,0,0,-1156
0,29.333332061767578,100,0,0,0,0,-8
0,-0.8138535022735596,100,0,0,0,0,-1156
0,29.333332061767578,100,0,0,0,0,-8
0,-0.8079208135604858,100,0,0,0,0,-1156
0,29.332197189331055,100,0,0,0,0,-8
0,-0.8210089206695557,100,0,0,0,0,-1156
0,29.333332061767578,100,0,0,0,0,-8
0,-0.8101587891578674,100,0,1,0,0,-1156
0,29.328922271728516,100,0,0,0,0,-8
0,-0.8095211982727051,100,0,0,0,0,-1156
0,29.3299503326416,100,0,0,0,0,-8
0,-0.8058568835258484,100,0,0,0,0,-1156
0,29.332422256469727,100,0,0,0,0,-8
0,-0.7873996496200562,100,0,0,0,0,-1156
0,29.328319549560547,100,0,0,0,0,-8
0,-0.8048655986785889,100,0,1,0,0,-1156
0,29.333332061767578,100,0,0,0,0,-8
0,-0.7942575216293335,100,0,0,0,0,-1156
0,29.326709747314453,100,0,0,0,0,-8
0,-0.8254764080047607,100,0,0,0,0,-1156
0,29.331138610839844,100,0,0,0,0,-8
0,-0.8125202655792236,100,0,0,0,0,-1156
0,29.326580047607422,100,0,0,0,0,-8
0,-0.783453106880188,100,0,1,0,0,-1156
0,29.33295249938965,100,0,0,0,0,-8
0,-0.7845892310142517,100,0,0,0,0,-1156
0,29.329692840576172,100,0,0,0,0,-8
0,-0.7935394048690796,100,0,0,0,0,-1156
0,-1.4653255939483643,100,0,0,0,0,-1644
