kills,time,health,score,movement,rotate,shoot,reward
0,-1.942465782,100,0,83,70,21,-13369
0,-1.419863462,100,0,75,86,16,-6864
0,-2.514362812,100,0,72,80,19,-13118
0,-1.001665235,100,0,75,81,18,-8119
0,-0.993844926,100,0,64,77,20,-8624
0,-1.499919057,100,0,72,81,21,-9610
0,-1.004880905,100,0,80,79,12,-7405
0,-2.015739679,100,0,76,73,27,-15116
0,-3.601564407,100,0,78,60,30,-21870
0,-1.005646586,100,0,73,82,20,-9359
0,-1.438239098,100,0,84,63,21,-9618
1,-1.377171993,100,61.48072815,78,64,18,-5681
2,-0.930561304,100,173.1292725,67,87,18,-3901
0,-0.976421058,100,0,79,65,25,-9872
1,-1.409165978,100,60.4124794,83,69,20,-6904
0,-1.018265247,100,0,75,70,25,-10628
0,-0.899625063,100,0,66,76,20,-8637
0,-0.982280552,100,0,93,66,16,-8362
1,-1.029508591,100,97.16181946,77,75,22,-7370
0,-1.476779461,100,0,82,64,24,-10392
0,-1.475218296,100,0,80,72,16,-8896
0,-1.346606016,100,0,85,74,15,-5360
2,-1.477214575,100,157.3925171,72,81,24,-4649
0,-1.476899385,100,0,67,79,24,-10380
0,-1.39971447,100,0,84,80,11,-7116
1,-0.942609966,100,76.01359558,74,71,17,-6170
0,-1.38203764,100,0,73,80,20,-9360
0,-1.485167503,100,0,79,80,14,-7864
0,-0.962121785,100,0,75,71,17,-6390
1,-0.959371388,100,64.96592712,76,80,16,-5905
0,-1.953124762,100,0,73,71,25,-14637
0,-1.330895066,100,0,86,69,17,-6126
0,-1.358088374,100,0,84,71,16,-7375
0,-1.470277786,100,0,80,72,15,-8157
0,-0.963542283,100,0,83,61,21,-9628
0,-1.06199348,100,0,69,74,21,-8929
0,-1.074990988,100,0,76,73,23,-10112
0,-1.479120135,100,0,60,90,25,-12613
0,-1.032152176,100,0,74,73,18,-8887
